230.028	40.5342	-6933.08	4091.65	49864.6	462.19	10718.2	2482.3
40.5342	149.46	-5140.02	3021.81	9650.2	1154.08	32590.8	538.182
-6933.08	-5140.02	360331	-212028	-1.52831e+06	-45452	-1.17004e+06	-79689
4091.65	3021.81	-212028	125041	902105	27017	689289	48617.4
49864.6	9650.2	-1.52831e+06	902105	1.08174e+07	109762	2.5095e+06	538625
462.19	1154.08	-45452	27017	109762	12829.1	252840	5624.26
10718.2	32590.8	-1.17004e+06	689289	2.5095e+06	252840	7.13076e+06	147226
2482.3	538.182	-79689	48617.4	538625	5624.26	147226	39084.4
